
2009-09-18 23:40:14 [|] 
2015-07-13 10:47:14 [207.46.13.73|207.46.13.73] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-07-18 18:03:22 [157.55.39.92|157.55.39.92] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-07-24 12:47:51 [207.46.13.126|207.46.13.126] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-07-27 01:00:36 [157.55.39.7|157.55.39.7] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-07-30 09:40:22 [157.55.39.75|157.55.39.75] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-08-05 18:44:44 [207.46.13.140|207.46.13.140] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-08-08 03:37:36 [157.55.39.87|157.55.39.87] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-08-12 03:35:13 [157.55.39.253|157.55.39.253] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-08-14 14:09:07 [207.46.13.148|207.46.13.148] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-08-17 11:18:54 [217.69.133.247|217.69.133.247] Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)
2015-08-19 07:06:23 [207.46.13.111|207.46.13.111] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-08-25 03:51:58 [207.46.13.75|207.46.13.75] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-09-02 03:56:12 [157.55.39.251|157.55.39.251] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-09-07 06:04:20 [157.55.39.67|157.55.39.67] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-09-09 15:57:17 [207.46.13.40|207.46.13.40] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-09-11 01:49:19 [157.55.39.104|157.55.39.104] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-09-11 01:50:59 [157.55.39.103|157.55.39.103] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-09-14 17:20:53 [157.55.39.187|157.55.39.187] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-09-15 05:22:40 [207.46.13.77|207.46.13.77] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-09-21 11:48:26 [207.46.13.61|207.46.13.61] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-09-22 20:29:27 [157.55.39.247|157.55.39.247] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-09-24 21:39:14 [157.55.39.78|157.55.39.78] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-09-28 14:25:56 [157.55.39.145|157.55.39.145] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-09-30 00:15:39 [157.55.39.1|157.55.39.1] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-10-01 04:42:44 [157.55.39.1|157.55.39.1] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-10-05 07:41:13 [157.55.39.248|157.55.39.248] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-10-05 16:56:14 [157.55.39.184|157.55.39.184] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-10-07 21:46:23 [157.55.39.129|157.55.39.129] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-10-08 02:36:49 [157.55.39.249|157.55.39.249] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-10-11 09:28:19 [207.46.13.32|207.46.13.32] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-10-17 15:05:16 [157.55.39.195|157.55.39.195] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-10-20 02:17:36 [157.55.39.97|157.55.39.97] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-10-23 20:50:38 [157.55.39.195|157.55.39.195] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-10-28 17:29:46 [207.46.13.46|207.46.13.46] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-10-30 06:01:12 [157.55.39.31|157.55.39.31] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-11-01 20:33:22 [207.46.13.71|207.46.13.71] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-11-02 22:20:45 [207.46.13.174|207.46.13.174] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-11-06 04:28:23 [207.46.13.56|207.46.13.56] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-11-11 03:50:50 [207.46.13.53|207.46.13.53] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-11-11 20:35:28 [157.55.39.176|157.55.39.176] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-11-13 04:22:50 [40.77.167.69|40.77.167.69] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-11-14 00:10:40 [40.77.167.37|40.77.167.37] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-11-16 15:00:38 [207.46.13.95|207.46.13.95] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-11-25 07:16:06 [207.46.13.1|207.46.13.1] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-11-26 07:32:04 [207.46.13.1|207.46.13.1] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-12-01 11:14:44 [157.55.39.14|157.55.39.14] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-12-04 11:14:28 [40.77.167.24|40.77.167.24] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-12-06 15:37:47 [207.46.13.2|207.46.13.2] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-12-10 12:55:09 [157.55.39.187|157.55.39.187] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-12-12 20:37:51 [207.46.13.45|207.46.13.45] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-12-16 13:25:37 [207.46.13.45|207.46.13.45] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-12-26 09:26:43 [40.77.167.89|40.77.167.89] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2015-12-29 20:02:49 [157.55.39.95|157.55.39.95] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-01-02 10:56:26 [207.46.13.148|207.46.13.148] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-01-03 03:10:51 [207.46.13.148|207.46.13.148] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-01-08 13:23:56 [207.46.13.103|207.46.13.103] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-01-10 23:00:27 [157.55.39.52|157.55.39.52] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-01-13 16:53:13 [207.46.13.135|207.46.13.135] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-01-23 01:14:56 [157.55.39.68|157.55.39.68] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-01-24 11:37:23 [157.55.39.90|157.55.39.90] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-01-24 16:59:39 [157.55.39.90|157.55.39.90] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-01-27 21:08:09 [40.77.167.34|40.77.167.34] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-01-28 13:07:49 [157.55.39.87|157.55.39.87] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-01-30 02:26:29 [191.232.136.152|191.232.136.152] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-02-03 04:22:30 [157.55.39.12|157.55.39.12] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-02-03 08:28:47 [40.77.167.103|40.77.167.103] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-02-10 06:53:00 [157.55.39.162|157.55.39.162] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-02-12 17:38:30 [40.77.167.91|40.77.167.91] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-02-16 00:22:36 [157.55.39.46|157.55.39.46] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-02-17 11:03:38 [157.55.39.46|157.55.39.46] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-02-20 05:00:32 [207.46.13.128|207.46.13.128] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-02-25 01:42:27 [157.55.39.44|157.55.39.44] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-02-27 04:46:27 [157.55.39.132|157.55.39.132] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-02-27 23:25:36 [157.55.39.132|157.55.39.132] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-03-01 09:05:50 [157.55.39.212|157.55.39.212] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-03-04 14:06:33 [207.46.13.134|207.46.13.134] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-03-06 10:49:12 [207.46.13.134|207.46.13.134] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-03-18 08:56:40 [207.46.13.44|207.46.13.44] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-03-21 13:11:16 [157.55.39.12|157.55.39.12] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-03-23 13:06:09 [157.55.39.114|157.55.39.114] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-03-24 20:59:46 [207.46.13.23|207.46.13.23] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-03-28 12:04:48 [207.46.13.139|207.46.13.139] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-03-31 06:28:38 [157.55.39.122|157.55.39.122] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-04-03 19:02:13 [40.77.167.66|40.77.167.66] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-04-05 21:32:34 [207.46.13.28|207.46.13.28] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-04-07 11:22:05 [207.46.13.28|207.46.13.28] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-04-10 04:26:07 [207.46.13.36|207.46.13.36] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-04-11 14:54:05 [157.55.39.76|157.55.39.76] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-04-14 10:41:47 [207.46.13.109|207.46.13.109] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-04-15 22:20:35 [157.55.39.15|157.55.39.15] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-04-17 11:29:50 [157.55.39.44|157.55.39.44] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-04-17 16:42:05 [157.55.39.44|157.55.39.44] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-04-21 11:48:24 [157.55.39.238|157.55.39.238] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-04-23 17:09:59 [207.46.13.42|207.46.13.42] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-04-25 05:11:57 [157.55.39.176|157.55.39.176] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-05-02 21:06:42 [207.46.13.163|207.46.13.163] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-05-05 08:04:08 [207.46.13.163|207.46.13.163] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-05-07 12:05:00 [157.55.39.250|157.55.39.250] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-05-09 05:15:21 [207.46.13.130|207.46.13.130] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-05-11 17:09:28 [207.46.13.130|207.46.13.130] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-05-12 22:02:53 [207.46.13.130|207.46.13.130] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-05-15 05:42:39 [207.46.13.38|207.46.13.38] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-05-15 14:08:09 [207.46.13.38|207.46.13.38] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-05-19 05:36:13 [157.55.39.20|157.55.39.20] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-05-21 14:15:55 [217.69.133.244|217.69.133.244] Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)
2016-05-22 02:44:46 [207.46.13.32|207.46.13.32] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-05-24 11:28:45 [207.46.13.10|207.46.13.10] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-05-25 07:34:21 [207.46.13.10|207.46.13.10] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-05-27 11:48:03 [40.77.167.48|40.77.167.48] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-05-28 00:05:55 [207.46.13.162|207.46.13.162] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-06-01 09:57:25 [40.77.167.47|40.77.167.47] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-06-03 00:26:22 [40.77.167.86|40.77.167.86] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-06-05 07:46:54 [157.55.39.108|157.55.39.108] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-06-07 02:08:05 [157.55.39.98|157.55.39.98] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-06-09 18:30:29 [157.55.39.138|157.55.39.138] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-06-12 08:41:03 [207.46.13.106|207.46.13.106] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-06-16 12:49:20 [207.46.13.118|207.46.13.118] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-06-17 18:02:15 [207.46.13.118|207.46.13.118] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-06-20 01:27:26 [207.46.13.167|207.46.13.167] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-06-20 12:27:20 [207.46.13.167|207.46.13.167] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-06-22 18:00:27 [207.46.13.167|207.46.13.167] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-06-22 20:34:43 [207.46.13.167|207.46.13.167] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-06-25 08:16:45 [207.46.13.167|207.46.13.167] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-06-25 10:19:41 [157.55.39.251|157.55.39.251] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-06-30 22:47:44 [157.55.39.147|157.55.39.147] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-07-02 07:25:35 [157.55.39.147|157.55.39.147] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-07-07 05:31:14 [157.55.39.185|157.55.39.185] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-07-13 20:40:56 [207.46.13.113|207.46.13.113] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-07-17 14:55:01 [207.46.13.150|207.46.13.150] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-07-19 18:02:27 [207.46.13.67|207.46.13.67] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-07-23 09:17:47 [40.77.167.61|40.77.167.61] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-07-28 08:06:18 [157.55.39.67|157.55.39.67] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-07-28 18:25:03 [157.55.39.67|157.55.39.67] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-07-30 14:48:38 [157.55.39.67|157.55.39.67] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-07-30 21:47:03 [157.55.39.67|157.55.39.67] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-08-02 11:04:05 [157.55.39.48|157.55.39.48] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-08-03 15:50:33 [157.55.39.197|157.55.39.197] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-08-04 17:14:56 [157.55.39.197|157.55.39.197] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-08-07 09:37:20 [40.77.167.6|40.77.167.6] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-08-09 06:53:22 [157.55.39.88|157.55.39.88] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-08-09 15:42:28 [157.55.39.88|157.55.39.88] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-08-16 12:02:32 [157.55.39.86|157.55.39.86] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-08-21 01:05:24 [157.55.39.86|157.55.39.86] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-08-25 02:05:49 [207.46.13.160|207.46.13.160] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-08-26 20:33:10 [157.55.39.89|157.55.39.89] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-08-29 03:00:45 [207.46.13.61|207.46.13.61] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-09-02 08:57:11 [207.46.13.164|207.46.13.164] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-09-05 13:17:44 [207.46.13.18|207.46.13.18] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-09-06 14:55:24 [207.46.13.18|207.46.13.18] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-09-08 22:55:50 [207.46.13.18|207.46.13.18] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-09-10 07:03:55 [157.55.39.81|157.55.39.81] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-09-10 13:43:07 [157.55.39.81|157.55.39.81] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-09-15 00:55:42 [157.55.39.7|157.55.39.7] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-09-17 02:50:04 [157.55.39.7|157.55.39.7] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-09-21 00:52:00 [157.55.39.94|157.55.39.94] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-09-22 23:04:10 [157.55.39.55|157.55.39.55] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-09-25 17:01:48 [207.46.13.28|207.46.13.28] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-09-27 08:10:17 [157.55.39.131|157.55.39.131] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-09-29 12:15:48 [157.55.39.27|157.55.39.27] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-09-30 07:36:29 [157.55.39.49|157.55.39.49] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2016-10-02 05:50:08 [157.55.39.21|157.55.39.21] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2017-01-18 08:28:44 [207.46.13.191|207.46.13.191] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2017-01-24 00:55:08 [157.55.39.196|157.55.39.196] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2017-01-29 12:37:18 [207.46.13.113|207.46.13.113] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2017-01-29 17:17:26 [207.46.13.113|207.46.13.113] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2017-01-29 17:25:38 [207.46.13.113|207.46.13.113] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2017-01-30 08:37:22 [207.46.13.113|207.46.13.113] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2017-02-07 12:18:25 [157.55.39.198|157.55.39.198] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2017-02-14 08:58:04 [157.55.39.50|157.55.39.50] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2017-02-22 17:26:54 [157.55.39.50|157.55.39.50] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2017-03-04 09:36:42 [157.55.39.7|157.55.39.7] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2017-03-07 00:04:13 [157.55.39.176|157.55.39.176] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2017-03-13 08:00:47 [157.55.39.88|157.55.39.88] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2017-04-30 20:41:23 [207.46.13.122|207.46.13.122] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2017-07-21 21:26:26 [217.69.133.203|217.69.133.203] Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)
2017-08-27 23:24:04 [157.55.39.143|157.55.39.143] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2018-02-02 10:04:04 [217.69.134.155|217.69.134.155] Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)
2018-03-14 03:59:46 [207.46.13.33|207.46.13.33] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2018-03-18 03:53:12 [217.69.134.177|217.69.134.177] Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)
2018-04-02 12:55:34 [217.69.134.188|217.69.134.188] Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)
2018-04-20 21:47:32 [217.69.134.154|217.69.134.154] Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)
2018-04-21 21:54:01 [217.69.133.9|217.69.133.9] Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)
2018-04-23 07:39:50 [217.69.133.9|217.69.133.9] Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)
2018-04-24 21:07:59 [217.69.134.160|217.69.134.160] Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)
2018-04-26 01:00:51 [217.69.133.194|217.69.133.194] Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)
2018-04-27 16:45:27 [40.77.167.169|40.77.167.169] Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2018-04-28 02:16:41 [217.69.134.154|217.69.134.154] Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)
2018-04-29 03:31:35 [217.69.134.155|217.69.134.155] Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)
2018-04-30 03:46:45 [217.69.134.161|217.69.134.161] Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)
